BaseCourseNo,Slot,CourseName,NewCredit,OfferedforBTechDD,AllocationType,InstructorName,Prerequisite
MA2010,B ,Complex Variables,9,No,,VETRIVEL V,
MA5315,B ,Differential Topology,9,Yes,SI,P Aprameyan,"MA5310, MA5370,MA5380"
MA5340,B ,Measure and Integration,9,Yes,SI,RADHA R,
MA5370,B ,Multivariable Calculus,9,Yes,SI,PONNUSAMY S,
MA5460,B ,Transform Techniques,9,Yes,SI,SRINIVASA RAO MANAM,
MA5895,B ,Numerical Optimization,9,Yes,SI,SIVAKUMAR K C,MA 5890
MA6080,B ,Fourier Analysis,9,Yes,SI,P Aprameyan,"MA5330 Real Analysis, MA5340 Measure and Integration and MA5360 Complex Analysis."
MD1002,B ,Hierarchical Structure of the Human Body,9,No,,SANJUKTA PATRA; SUNIL KUMAR BODA,
MD2004,B ,Electrical Circuits and Bioelectricity,11,Yes,SI,BOBY  GEORGE,
MD2007,B ,Physics of Medical Imaging ,9,No,,PRADEEBA SRIDAR,
MD3001,B ,Quantitative Human Physiology,9,Yes,SI,KRISHNAKUMAR R,
MD3005,B ,Introduction to Reproductive System,6,No,,BOBY  GEORGE,
ME2201,B ,Kinematics and Dynamics of Machinery,10,Yes,CG,ABHIJIT SARKAR; CHANDRAMOULI P; MANOJ MYNENI; PARAG RAVINDRAN,AM1100
ME2300,B ,Manufacturing Processes,10,Yes,CG,ARUNACHALAM N; Hariharan; S Sathyan,NIL
ME3103,B ,Energy Conversion System,10,Yes,CG,ADVAITH S; DHIMAN CHATTERJEE; SHAMIT BAKSHI; SHYAMA PRASAD DAS,
ME5101,B ,Advanced Heat & Mass Transfer,10,No,,ARVIND PATTAMATTA,
ME5203,B ,Advanced Mechanics of Solids,9,No,,RAJU SETHURAMAN,COT
ME5204,B ,Finite Element Analysis,9,Yes,CG,Sundararajan Natarajan,COT
ME5207,B ,Design with Advanced Engineering Materials,9,No,,RAGHU PRAKASH V,COT
ME5308,B ,Smart Manufacturing,10,Yes,CG,SIVASRINIVASU DEVADULA,
ME5309,B ,Mechatronics Systems for Manufacturing,9,Yes,CG,MANIVANNAN P V,
ME5580,B ,Thermal Desalination Technologies,9,Yes,CG,SATEESH GEDUPUDI,
MM2013,B ,Structure of Materials,9,No,,RANJIT BAURI,Core course for BTech
MM2041,B ,Transport Phenomena in Materials,10,No,,GANDHAM PHANIKUMAR,No
MM2060,B ,Phase Transformations,9,No,,MANAS MUKHERJEE,
MM3030,B ,Materials Characterization,9,No,,Pradeep; SOMNATH BHATTACHARYYA,
MM3070,B ,Solidification Processing and Casting,9,Yes,CG,HEMAPRABHA E,
MM3330,B ,Non-Metallic Materials,9,No,,KANJARLA ANAND KRISHNA; RAVIKUMAR N V; SHOTARO TADA,
MM5020,B ,Modern Techniques of Material Characterization,9,No,,SUBRAMANYA SARMA V,NIL
MM5050,B ,Thermodynamics and Kinetics,9,No,,ROHIT BATRA,COT
MM5160,B ,Mechanical Behaviour of Materials,9,No,,KANJARLA ANAND KRISHNA,NIL
OE1100,B ,Modern scientific computing in programming language,12,Yes,SI,RAJIV SHARMA,COT
OE2044,B ,Ship Hydrodynamics,10,Yes,SI,Vijayakumar R,
OE3015,B ,Ship Structural Analysis,10,Yes,SI,POGULURI SUNNY KUMAR,
OE3036,B ,Manoeuvring and Control of Marine Vehicles,10,Yes,SI,Abhilash,
OE5030,B ,Wave Hydrodynamics,10,Yes,SI,MURALI K,NIL
OE5110,B ,Experimental Methods & Measurements,10,Yes,SI,NARENDRAN K,NIL
OE5520,B ,DOCK ENGINEERING BASICS AND APPLICATIONS,9,No,,NALLAYARASU S; NILANJAN SAHA,
OE6005,B ,Reliability Of Offshore Structures,9,No,,DEEPAK KUMAR,
PE5030,B ,Artificial Lift Technologies for Oil and Gas Production,9,No,,ABDUS SAMAD,Consent of teacher
PE6050,B ,Exploration and Formation evaluation of oil and gas reservoirs,9,No,,RAJESH R NAIR,NIL
PH5010,B ,Mathematical Physics I,10,No,,ASHWIN JOY; SUNETHRA RAMANAN,
PH5110,B ,Optics & Photonics,9,Yes,SI,GANESAN A R,COT
PH5160,B ,Condensed Matter Physics I,10,Yes,SI,PATTABIRAMAN M,
PH5320,B ,Techniques of Characterization of Materials and Physical Measurements,9,No,,HARISH KUMAR N; RAMACHANDRA  RAO MS,
PH5680,B ,Superconductivity & Its Applications,9,Yes,SI,NIRMALA R,NIL
PH7080,B ,Foundations in Theoretical Physics,12,No,,ARUL LAKSHMINARAYAN; SRIRAMKUMAR L; VAIBHAV MADHOK,
AM5009,B1,Life of Ubiquitous Materials: From Science to Behaviour,9,Yes,SI,KUNDANATI LAKSHMINATH; S GANGA PRASATH,
CV1050,B1,Vector Calculus and Numerical Methods ,12,Yes,SI,Chandra Annavarapu; SARAVANAN U,Nil
DA1002,B1,Optimization for Engineers,9,No,,GITAKRISHNAN RAMADURAI,DA1000 and DA1001
DA1200,B1,Basics of Engineering Principles ,9,Yes,CG,Balaji,
MA1101,B1,Functions of Several Variables,10,No,,ARINDAMA SINGH; BALAJI R; KALPANA M; NARAYANAN N; RAMA R; Ramesh Kasilingam; SATYAJIT ROY; SIVAKUMAR K C; SRIRAM B; SUHAS JAYKUMAR PANDIT,
AM2530,C ,Foundations of Fluid Mechanics,10,No,,Anubhab Roy; BABURAJ A P; DANNY RAJ M; KIRAN RAJ M; VENGADESAN S,AM110
AM5017,C ,Statistics for Biomedical Engineers,9,Yes,SI,Babji Srinivasan,Course on Biomedical instrumentation
AM5117,C ,Analytical Methods in Engineering Mechanics,9,Yes,SI,KANNABIRAN SESHASAYANAN; S GANGA PRASATH,
AM5510,C ,Biomedical Signals and Systems,9,No,,Babji Srinivasan,
AM5530,C ,Advanced Fluid Mechanics,9,No,,MAHESH PANCHAGNULA,
AM5530,C ,Advanced Fluid Mechanics,9,Yes,SI,ARUL PRAKASH K,
AM6110,C ,Biofluid Mechanics,9,No,,PRASAD PATNAIK B S V,
AS2010*,C ,Basic Strength of Materials,11,Yes,CG,NAGENDRA GOPAL K V,
AS2030,C ,Gas Dynamics,11,Yes,CG,SHANKAR GHOSH,
AS2030*,C ,Gas Dynamics,11,Yes,CG,RAJESH G,
AS2050,C ,Aerodynamics,11,Yes,CG,LUOYI TAO,
AS3050,C ,Flight Dynamics II,12,Yes,CG,ANIKETH KALUR,
AS3270*,C ,Propulsion I,10,Yes,CG,ASWATHY SURENDRAN; Nagabhushana Rao ,
AS3271*,C ,Propulsion II,10,Yes,CG,CHAKRAVARTHY S R,
AS5010*,C ,Aerodynamics and Aircraft Performance,9,No,,Bharath; RANJITH MOHAN,
AS5011,C ,Compressible Fluid Flows,9,No,,SAMEEN A,
AS5030,C ,Aerospace Structures,12,No,,Senthil Murugan M,
AS5040*,C ,Flight Mechanics,11,Yes,CG,SATADAL GHOSH,
AS5370,C ,Helicopter Aerodynamics,9,Yes,CG,Senthil Murugan M,
AS5860,C ,Composite Structures,9,Yes,CG,BHASKAR K,
BT1010,C ,Life Sciences,9,No,,GOPALA KRISHNA A; NARAYANAN MADABOOSI SRINIVASAN,
BT2011,C ,Microbiology and Biochemistry,9,No,,SANJUKTA PATRA,
BT2020,C ,Numerical methods for biology,11,Yes,ST,SANJIB SENAPATI,
BT2020*,C ,Numerical methods for biology,9,Yes,ST,SANJIB SENAPATI,
BT2062,C ,Analytical Techniques in Biotechnology,10,Yes,ST,SANTHOSH,
BT3012,C ,Molecular Biology,10,Yes,ST,MADHULIKA DIXIT,
BT3020,C ,Structural Biology,9,Yes,ST,MANOJ N,BT1010
BT3022,C ,Genomics and Proteomics,10,Yes,ST,NITISH R MAHAPATRA,
BT3041,C ,Analysis and Interpretation of Biological Data,10,Yes,ST,MEIYAPPAN LAKSHMANAN,
BT5011,C ,Biomaterials Engineering,9,Yes,ST,VIGNESH MUTHUVIJAYAN,
BT5040,C ,Advanced Bioprocess Technology,9,Yes,ST,SATHYANARAYANA N GUMMADI,
BT5061,C ,Cellular Engineering,9,Yes,ST,Shantanu Pradhan,
BT6270,C ,Computational Neuroscience,9,Yes,ST,SRINIVASA CHAKRAVARTHY V,BT5270
BT7220,C ,Advanced Biochemistry,9,Yes,ST,AMAL KANTI,COT
CE2310,C ,Mechanics of materials,11,Yes,SI,ARUN MENON; RUPEN GOSWAMI,
CE3025,C ,Traffic Engineering,9,Yes,SI,Bhargava Rama Chilukuri; LELITHA DEVI,
CE3060,C ,Basic design of reinforced concrete structures,11,No,,APPARAO G; ARUN MENON,
CE3060,C ,Basic design of reinforced concrete structures,11,Yes,SI,Pradeep; TANUSHREE PARSAI,
CE5010,C ,Modern Construction Materials,9,Yes,SI,ASLAM KUNHI MOHAMED; RAVINDRA GETTU,NIL
CE5170,C ,Physico-chemical Process for Water and Wastewater Treatment,12,Yes,SI,Mathava Kumar S,NIL
CE5171,C ,"Water, Sanitation and Hygiene",9,Yes,SI,LIGY PHILIP,
CE5210,C ,Transport of Water & waste water,9,Yes,SI,MURTY B S,NIL
CE5470,C ,Surface Water Hydrology,12,Yes,SI,SUBBARAO PICHUKA,NIL
CE5720,C ,Structural stability,9,Yes,SI,Lakshmi Priya P S,
CE5810,C ,Urban Transportation Planning,9,Yes,SI,ANMOL PAHWA; KARTHIK K SRINIVASAN,
CE5900,C ,Intelligent Transportation Systems,9,Yes,SI,LELITHA DEVI,NIL
CE6030,C ,Construction economics and finance,9,Yes,SI,NIKHIL BUGALIA IITM,COT
CE6050,C ,Lean construction project delivery,9,Yes,SI,KOSHY VARGHESE; MURALI JAGANNATHAN,NIL
CE6740,C ,Advanced analysis and design for wind and earthquake effects,9,Yes,SI,RUPEN GOSWAMI,CE5620 or equivalent
CE6760,C ,Structures for power plants,9,Yes,SI,SATHISH KUMAR S R,CE5660 or equivalent
CH1020,C ,Principles & Calculations in Chemical,10,No,,BASAVARAJA MADIVALA GURAPPA,
CH2010,C ,Chemical Engineering Thermodynamics,10,No,,ABHINAV SANKARA RAMAN; KHUSHBOO SUMAN,NIL
CH3030,C ,Applications of Mass Transfer,10,No,,ETHAYARAJA MANI,
CH3052,C ,Material Science for Chemical Engineers,10,No,,NITIN MURALIDHARAN,
CH5013,C ,Principles of Fuel Cells,9,Yes,SI,RAGHURAM CHETTY,
CH5520,C ,Mathematical Methods for Chemical Engineers,10,No,,PUSHPAVANAM S,NIL
CS1200,C ,Discrete Mathematics for Computer Science,10,No,,YADU VASUDEV,
CS2300,C ,Foundations of Computer Systems Design,9,Yes,CG,KAMAKOTI V; SUTANU CHAKRABORTI,NIL
CS2600,C ,Computer Organization and Architecture,10,Yes,CG,GOPALAKRISHNAN SRINIVASAN,"CS2300, CS2310"
CS5691,C ,Pattern Recognition and Machine Learning,15,Yes,CG,CHANDRA SEKHAR C; MANIKANDAN,
CS6130,C ,Advanced Graph Algorithms,12,Yes,CG,MEGHANA NASRE,
CS6666,C ,Blockchain and Distributed Ledger Technologies,12,Yes,CG,JANAKIRAM D,
CS6847,C ,Cloud Computing ,12,Yes,CG,JANAKIRAM D,
CS6910,C ,Fundamentals of Deep Learning,12,Yes,CG,CHANDRA SEKHAR C,
CV2010,C ,Structural Mechanics and Analysis ,12,Yes,SI,Lakshmi Priya P S; Pradeep,Nil
CV5109,C ,EXPERIMENTAL TECHNIQUES,9,No,,APPARAO G,
CY1001,C ,"Chemistry I: Structure, Bonding & Reactivity",10,No,,ANBARASAN P; ARNAB RIT; ARTI DUA; BASKARAN S; DEBASHIS CHAKRABORTY; DILLIP KUMAR CHAND; EDAMANA PRASAD; Hema Chandra ; MISHRA  A K; MURALEEDHARAN K M; MURTHY N N; RAJAKUMAR B; SOUMEN GHOSH; T PALANISELVAM,NIL
CY1001,C ,"Chemistry I: Structure, Bonding & Reactivity",10,Yes,SI,BEERAIAH BAIRE; BHYRAPPA P; KOTHANDARAMAN RAMANUJAM; MISHRA  A K; SUNDARGOPAL GHOSH,NIL
CY1051,C ,Chemistry II: Introduction to Spectroscopic Methods​,9,No,,KRISHNA REDDY NANDIPATI; RANGA RAO G,CY1001
CY5015,C ,Classical and Statistical Thermodynamics,9,No,,ARTI DUA; RAJAKUMAR B; RAMESH GARDAS,COT
CY5020,C ,"Analytical Chemistry: Principles, Practices and Applications  ",9,No,,EDAMANA PRASAD; KOTHANDARAMAN RAMANUJAM; MISHRA  A K,COT
CY6015,C ,Electrochemistry: Fundamentals and Applications,9,No,,KOTHANDARAMAN RAMANUJAM; SANGARANAYANAN M V; T PALANISELVAM,COT
CY6126,C ,Green Organic Synthesis: Principles and Applications,9,No,,BEERAIAH BAIRE,COT
ED2011,C ,Design of Mechanical Systems 1,15,No,,SRIKANTH VEDANTAM,Engineering Mechanics
ED2141,C ,Physics of Measurement,9,No,,NILESH JAYANTILAL VASA,NIL
ED3010,C ,Human Factors in Design (L&P),9,No,,VENKATESH BALASUBRAMANIAN,
ED4060,C ,Design of Mechanical Systems 2,15,No,,Jayaganthan,Design of Mechanical System 1
ED5013,C ,Analytical and Experimental Techniques in Vibration,9,Yes,SI,BALAKRISHNA RAO,Signals and Systems
ED5050,C ,Structural & Component Design of Vehicles,12,No,,KRISHNAKUMAR R; M SATHYA PRASAD,
ED5071,C ,Design of Medical Imaging Systems,12,No,,KAVITHA ARUNACHALAM,"Familiarity with signals and systems and elementary probability. UG courses: EE1101, ED2130"
ED5071,C ,Design of Medical Imaging Systems,12,Yes,CG,GANAPATHY KRISHNAMURTHI; KAVITHA ARUNACHALAM,"Familiarity with signals and systems and elementary probability. UG courses: EE1101, ED2130"
EE2003,C ,Computer Organization,12,Yes,ST,Janakiraman,
EE2015,C ,Electric Circuits & Networks ,10,No,,Avishek; RAMALINGAM C S; SOUMYA DUTTA,Laplace transforms
EE2015,C ,Electric Circuits & Networks ,11,No,,DELEEP R NAIR; VINITA VASUDEVAN,EE1101 - Signals and systems
EE3001,C ,Solid State Devices,11,No,,AMITAVA DAS GUPTA; ANJAN CHAKRAVORTHY; NANDITA DAS GUPTA,
EE3313,C ,Device Modelling,10,Yes,ST,AMITAVA DAS GUPTA,EE3001 or EE3301
EE4140,C ,Digital Communication Systems,10,Yes,ST,GIRIDHAR K,"EE3005, EE3110"
EE5011,C ,Computer Methods in Electrical Engineering,12,Yes,ST,HARISHANKAR RAMACHANDRAN,C programming knowledge
EE5112,C ,Detection Theory,12,Yes,ST,ARUN PACHAI KANNU,
EE5140,C ,Digital Modulation and Coding,12,No,,ARUN PACHAI KANNU; SRIKRISHNA B,EE5110 Probability and Random Variables (can be taken concurrently)
EE5200,C ,Power Converter Analysis and Design,9,Yes,ST,KRISHNA VASUDEVAN,B.Tech/M.Tech./DD/M.S./PhD
EE5254,C ,High Voltage Technology,9,Yes,ST,SARATHI  R,
EE5320,C ,Analog IC Design,12,Yes,ST,NAGENDRA KRISHNAPURA,
EE5341,C ,MOS Device Modeling & Characterization,9,Yes,ST,AMITAVA DAS GUPTA,COT for BTech students
EE5505,C ,Wave Propagation in Communication,9,No,,ANANTH KRISHNAN,
EE5505,C ,Wave Propagation in Communication,9,Yes,ST,ANANTH KRISHNAN,
EE6110,C ,Adaptive Signal Processing,12,Yes,ST,SRIKRISHNA B,EE5110 or EE3110
EE6180,C ,Advanced Topics in Artificial Intelligence,9,Yes,ST,NAIR PRAVIN RAMACHANDRAN,
EE6260,C ,Digital Simulation of Power Systems,9,Yes,ST,SWARUP K S,Computer Techniques in Power Systems
EE6345,C ,Advanced Memory Technology,9,Yes,ST,Anbarasu Manivannan,EE5313 Semiconductor device modeling or equivalent desired
EE6502,C ,Optical Signal Processing and Quantum Communication,9,Yes,ST,ANIL PRABHAKAR,
HS3012,C ,Urbanization and Development,10,Yes,SI,THANGGOULEN KIPGEN,
HS3016,C ,Development Theory and Practice,10,Yes,SI,BINITHA V THAMPI,
HS4011,C ,Econometrics,10,Yes,SI,Anup Kumar Bhandari,
HS5508,C ,Urbanization and Development,10,Yes,SI,THANGGOULEN KIPGEN,
HS5603,C ,The Novel and Change,10,Yes,SI,Avishek Parui,
HS5610,C ,Poetry,10,Yes,SI,S P DHANAVEL,
HS5640,C ,Advanced Linguistics,12,Yes,SI,RAJESH KUMAR,
HS5712,C ,Advanced Topics in Economic Development,10,Yes,SI,KRISHNA MALAKAR,
HS5759,C ,Applied Industrial Organization ,9,Yes,SI,SUBASH S,
HS5812,C ,Feminist Writing ,12,Yes,SI,C L SHILAJA,
MA2020,C ,Differential Equations,9,No,,SRINIVASA RAO MANAM,
MA5380,C ,Topology,9,Yes,SI,JAYANTHAN A V,
MA5390,C ,Ordinary Differential Equations,9,Yes,SI,BIDHAN CHANDRA SARDAR; SHRUTI DUBEY,
MA5710,C ,Mathematical Modelling in Industry,10,Yes,SI,ARYA KUMAR BEDABRATA CHAND,
MA5770,C ,Modelling Workshop ,6,Yes,SI,ARYA KUMAR BEDABRATA CHAND,
MA6120,C ,Advanced Complex Analysis,9,Yes,SI,ANWOY MAITRA,NIL
MA6470,C ,Commutative Algebra,9,Yes,SI,ARIJIT DEV; JAYANTHAN A V,
MD1003,C ,Mathematical Foundations for Medical Scientists,9,No,,SRINIVASA CHAKRAVARTHY V,
MD1004,C ,Medical Biochemistry,9,No,,SUNIL KUMAR BODA,
MD2008,C ,Introduction to Biomedical Signal Processing,9,No,,BOBY  GEORGE,
MD2008,C ,Introduction to Biomedical Signal Processing,9,Yes,SI,BOBY  GEORGE,
MD4001,C ,Pharmacokinetics and Pharmacodynamics,12,No,,SRIKANTH VEDANTAM; SUNIL KUMAR BODA,
MD5001,C ,AI in Medicine ,9,Yes,SI,KRISHNAKUMAR R; PRADEEBA SRIDAR,
ME2400,C ,"Measurements,Instrumentation and Control",11,Yes,CG,CHARCHIT KUMAR; MANISH ANAND; SUSHANTA KUMAR PANIGRAHI,NIL
ME3101,C ,Heat Transfer,10,Yes,CG,ARUNN NARASIMHAN; KAMESWARARAO ANUPINDI; REGULAGADDA KARTIK; SARITKUMAR DAS; SATEESH GEDUPUDI,AM2530
ME5107,C ,Numerical Methods in Thermal Engg,10,Yes,CG,Pallab Sinha Mahapatra; SREE HARI PERUMANATH DHARMAPALAN,
ME5110,C ,Inverse Methods in Heat Transfer,9,Yes,CG,CHAKRAVARTHY BALAJI,
ME5204,C ,Finite Element Analysis,9,No,,NARASIMHAN SWAMINATHAN,COT
ME5205,C ,Theory of Vibration,9,Yes,CG,CHANDRAMOULI P; NARASIMHAN SWAMINATHAN,COT
ME5306,C ,Introduction to Autonomous Vehicles,9,Yes,CG,MANIVANNAN P V,Nil
ME5307,C ,Modelling and Simulation in Manufacturing,9,Yes,CG,S Sathyan,
MM1003,C ,Thermodynamics of Materials,10,No,,SURENDRA BABU ANANTHARAMAN,
MM2010,C ,Principles of Physical Metallurgy,9,No,,MURUGAIYAN A,
MM2010,C ,Principles of Physical Metallurgy,12,No,,MURUGAIYAN A,
MM2041,C ,Transport Phenomena in Materials,12,No,,GANDHAM PHANIKUMAR,
MM2080,C ,Principles of Extractive Metallurgy,12,No,,SABITA SARKAR,
MM3041,C ,Deformation Processing and Forming,9,No,,BHATTACHARYA S S,
MM5020,C ,Modern Techniques of Material Characterization,9,No,,HEMAPRABHA E,NIL
MM5024,C ,Numerical Methods for Metallurgists,9,Yes,ST,HARI KUMAR K C; PARASURAMAN SWAMINATHAN,COT (Core course for MTech)
MM5480,C ,Advanced Phase Transformations,9,No,,Satyesh,Core course for MTech
OE1101,C ,Introduction to Naval Architecture & Ocean Engineering,6,Yes,SI,NALLAYARASU S; SANNASIRAJ S A; Vijayakumar R,
OE2015,C ,BASIC ELETRICAL CIRCUITS AND INSTRUMENTS,10,Yes,SI,Tarun K Chandrayadula,Nil
OE2024,C ,Analysis of Structures,9,Yes,SI,Srinivasan Chandrasekaran,nothing
OE3016,C ,Ship Design,10,Yes,SI,ARJUN JAGANNATHAN,
OE5200,C ,Dynamics of Ocean Structures,9,Yes,SI,Srinivasan Chandrasekaran,
OE5500,C ,FEM Applied to Ocean Engineering,9,Yes,SI,SANNASIRAJ S A,
OE5520,C ,DOCK ENGINEERING BASICS AND APPLICATIONS,9,No,,NILANJAN SAHA; THEJESH KUMAR GARALA,
PE5040,C ,Surface Facilities for Oil and Gas Handling,9,No,,ABDUS SAMAD,
PE6040,C ,Advanced Seismic data analysis and Interpretation ,10,No,,RAJESH R NAIR,NIL
PH5020,C ,Electromagnetic Theory,10,Yes,SI,PRASANTA KUMAR TRIPATHY,
PH5050,C ,Mathematical Physics II,9,Yes,SI,SHANTANU MUKHERJEE,
PH5110,C ,Optics & Photonics,9,Yes,SI,S.Sivaramakrishnan,COT
PH5310,C ,Synthesis and Characterization of Functional Materials,9,No,,PRAHALLAD PADHAN; SANTHOSH PN,
PH5811,C ,Advanced Particle Physics,9,Yes,SI,IPSITA SAHA,
PH6013,C ,Functional Materials Sensors and Transducers,9,Yes,SI,HARISH KUMAR N,
PH7090,C ,Foundations in Experiemntal Physics,12,No,,RAMACHANDRA  RAO MS; SUDAKAR CHANDRAN,
BT1010,C1,Life Sciences,9,No,,NARAYANAN MADABOOSI SRINIVASAN,
DA1100,C1,Introduction to Computational Chemistry,9,No,,ROHIT BATRA,
DA1200,C1,Basics of Engineering Principles ,9,No,,Balaji,
AM2200,D ,Strength of Materials,10,No,,GANESH TAMADAPU; Ilaksh; LAKSHMANA RAO C; PIJUSH GHOSH; SHAIKH FARUQUE ALI; SIVAKUMAR M S,
AM5010,D ,Biomechanics,9,No,,VARADHAN S K M,COT
AM5061,D ,Design of Thermal and Fluid Systems,9,Yes,ST,SATYANARAYANAN S,
AM5114,D ,Flow and Transport in Heterogenous Porous Media ,9,Yes,SI,ABHIJIT CHAUDHURI,
AM5140,D ,Biomedical Instrumentation,9,Yes,SI,VARADHAN S K M,COT
AM5360,D ,Composite Structures,9,Yes,SI,AROCKIARAJAN A,
AM5450,D ,Fundamentals of Finite Element Analysis,9,Yes,SI,AROCKIARAJAN A,
AM5530,D ,Advanced Fluid Mechanics,9,Yes,SI,Anubhab Roy,
AM6513,D ,Advanced Computational Fluid Dynamics,9,Yes,SI,ARUL PRAKASH K; VENGADESAN S,
AM6515,D ,Boundary Layer Stability ,9,Yes,ST,RINKU MUKHERJEE,
AS1020,D ,Fluid Mechanics,11,Yes,CG,SANTANU GHOSH,
AS2040,D ,Flight Dynamics I,12,Yes,CG,JOEL GEORGE M,
AS2040*,D ,Flight Dynamics I,12,Yes,CG,NANDAN KUMAR SINHA,
AS2050,D ,Aerodynamics,11,Yes,CG,RANJITH MOHAN,
AS2050*,D ,Aerodynamics,11,Yes,CG,MURTHY H S N,
AS2080*,D ,Vibrations,10,Yes,CG,PRASHANT RAWAT,
AS3020,D ,Aerospace Structures,11,Yes,CG,SHYAM KERALAVARMA,
AS3020*,D ,Aerospace Structures,11,Yes,CG,NIDISH NARAYANA BALAJI,
AS5011*,D ,Compressible Fluid Flows,9,No,,SRIRAM RENGARAJAN,
AS5020*,D ,Aerospace Propulsion,9,No,,CHAKRAVARTHY S R,
AS5320,D ,Boundary Layer Theory,9,Yes,CG,SRIRAM RENGARAJAN,
AS5610,D ,Rocket Propulsion,9,Yes,CG,RAMAKRISHNA P A,
AS5640,D ,"Combustion, Explosion and  Detonation",9,Yes,CG,AMIT KUMAR,
AS5860,D ,Composite Structures,9,Yes,CG,VELMURUGAN R,
BT2041,D ,Principles of Bioprocess Engineering,9,Yes,ST,SMITA SRIVASTAVA,BT1020
BT2042,D ,Fundamentals of Biophysical Chemistry,10,Yes,ST,ATHI NARAYANAN N,
BT3032,D ,Evolutionary Biology,9,Yes,ST,Himanshu Sinha,BT1010
BT3072,D ,Immunology,9,Yes,ST,VANI JANAKIRAMAN,
BT5031,D ,Thermodynamics in Biochemical Engineering,10,Yes,ST,GUHAN JAYARAMAN,
BT5210,D ,Bioprocess Control,9,Yes,ST,HAMSA PRIYA MOHANA SUNDARAM,
BT5330,D ,Human Physiology,9,Yes,ST,NINITHA A J,
BT5490,D ,Molecular Epigenetics,9,Yes,ST,ARUMUGAM,
BT6290,D ,Molecular Basis of Diseases,9,Yes,ST,SURESH KUMAR RAYALA,BT2082; BT3072
CE2020,D ,Structural Analysis,11,Yes,SI,Lakshmi Priya P S; Pradeep,
CE3015,D ,Highway Engineering ,9,Yes,SI,Atul Narayan S P; Surender Singh,
CE3350,D ,Geotechnical Engineering II,11,Yes,SI,DALI NAIDU ARNEPALLI; Ramesh Kannan Kandasami,CE2060
CE5015,D ,Environmental Monitoring and Data Analysis,9,Yes,SI,SHIVA NAGENDRA S M,
CE5016,D ,Sustainability in River Basin Management,9,Yes,SI,MURTY B S,
CE5130,D ,Construction Quality and Safety Management,12,Yes,SI,NIKHIL BUGALIA IITM; SIVAKUMAR PALANIAPPAN,NIL
CE5170,D ,Physico-chemical Process for Water and Wastewater Treatment,12,Yes,SI,Mathava Kumar S,NIL
CE5215,D ,Concrete Pavement Technology,9,Yes,SI,Surender Singh,NIL
CE5280,D ,Hazardous Waste Management,9,Yes,SI,MOHANAKRISHNAN LOGAN; TANUSHREE PARSAI,NIL
CE5320,D ,Dynamics of soils and foundations,10,Yes,SI,Tarun Naskar,NIL
CE5450,D ,Applied Hydraulic Engg,9,Yes,SI,SOUMENDRA NATH KUIRY,NIL
CE5530,D ,Pavement Materials,9,Yes,SI,MRINALI ROCHLANI; MURALI KRISHNAN J,NIL
CE5610,D ,Finite Element Analysis,12,Yes,SI,NAGESWARA RAO B; SARAVANAN U,
CE6051,D ,Machine Learning in Civil Engineering,9,Yes,SI,BENNY RAPHAEL,
CE6520,D ,Simulation Modelling in Water Resources,12,Yes,SI,SOUMENDRA NATH KUIRY,CE 2040 or equivalent (only for B. Tech. students)
CE6780,D ,Advanced mechanics of structures,10,Yes,SI,ALAGAPPAN,NIL
CH2015,D ,Fluid and Particle Mechanics,10,No,,SANKHA KARMAKAR,
CH3010,D ,Chemical Reaction Engineering,10,No,,Jithin John Varghese,NIL
CH5010,D ,Chemical Reactor Theory,10,No,,Himanshu Goyal; NIKET KAISARE,Undergraduate Chemical Reaction Engineering
CH5205,D ,Natural Gas Engineering,9,No,,JITENDRA SANGWAI,
CH5650,D ,Molecular Data Science and Informatics,9,Yes,SI,Tarak K Patra,
CH5700,D ,Upstream oil and gas engineering,9,Yes,SI,JITENDRA SANGWAI,
CS2800,D ,Design and Analysis of Algorithms,10,Yes,CG,JAYALAL SARMA M N,"CS1100, CS1200, CS2700, CS2710"
CS3300,D ,Compiler Design,15,No,,KRISHNA NANDIVADA V,
CS3500,D ,Operating Systems,15,No,,JANAKIRAM D,
CS5800,D ,Advanced Data Structures & Algorithms,12,No,,JAYALAL SARMA M N; YADU VASUDEV,CS2800 or equivalent
CS6023,D ,GPU Programming,12,Yes,CG,RUPESH NASRE,CS2710 or Equivalent
CV2050,D ,Environmental Engineering,12,Yes,SI,Chandan; MOHANAKRISHNAN LOGAN; TANUSHREE PARSAI,Nil
CV5103,D ,ADVANCED MECHANICS OF STRUCTURES,9,No,,ALAGAPPAN,
CV5530,D ,Construction Safety Management,0,Yes,SI,NIKHIL BUGALIA IITM,Nil
CY5017,D ,Principles of Quantum Mechanics ,10,No,,SANJAY KUMAR; SOORAJ K; YAMIJALA S R K CHAITANYA SHARMA,COT
CY5018,D ,Chemical Bonding and Group Theory,9,No,,SOUMEN GHOSH; YAMIJALA S R K CHAITANYA SHARMA,COT
CY6013,D ,Spectroscopy-Applications in Organic Chemistry,9,No,,SANKARARAMAN S; VENKATAKRISHNAN P,COT
CY6105,D ,Supramolecular Chemistry,9,No,,DILLIP KUMAR CHAND,
CY6106,D ,Organometallic Chemistry for Organic Synthesis,9,No,,BASKARAN S; JEGANMOHAN M,COT
CY6116,D ,Advanced Solution Thermodynamics,9,No,,RAMESH GARDAS,COT
